Message Type,Transmission Type,Session ID,AircraftID,HexIdnet,FlightID,Date MSG Generated,Time MSG Generated,Time MSG Received,Time MSG Received,a,b,c,d,Latitude,Longitude,e,f,g,h,i,j,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:17.2,10/1/2018,35:17.2,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:17.2,10/1/2018,35:17.2,,,410,18,,,,1416,0,0,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,35:17.2,10/1/2018,35:17.2,,13675,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:17.2,10/1/2018,35:17.2,,,116,346,,,0,,,,,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,35:17.3,10/1/2018,35:17.3,,26825,,,-33.03971,151.87225,,,0,,0,0,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,35:17.3,10/1/2018,35:17.3,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:17.3,10/1/2018,35:17.4,,13675,,,-33.47427,151.54945,,,0,,0,0,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,35:17.4,10/1/2018,35:17.4,,,452,15,,,,1333,0,0,0,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,35:17.4,10/1/2018,35:17.4,,,,,,,,,,,,0,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:17.4,10/1/2018,35:17.4,,27500,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:17.4,10/1/2018,35:17.4,,,450,19,,,,1305,0,0,0,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:17.4,10/1/2018,35:17.4,,27500,,,-32.8277,151.78255,,,0,,0,0,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:17.4,10/1/2018,35:17.4,,27500,,,,,1504,,0,,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:17.4,10/1/2018,35:17.5,,,410,18,,,2240,,,,,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,35:17.5,10/1/2018,35:17.5,,3075,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:17.5,10/1/2018,35:17.5,,,451,19,,,1472,,,,,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,35:17.6,10/1/2018,35:17.6,,3075,,,-33.47406,151.2412,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:17.7,10/1/2018,35:17.7,,,117,346,,,-64,,,,,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,35:17.7,10/1/2018,35:17.7,,13700,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,35:17.8,10/1/2018,35:17.8,,26850,,,-33.03868,151.87258,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,35:17.8,10/1/2018,35:17.8,,,452,15,,,1728,,,,,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:17.8,10/1/2018,35:17.8,,,,,,,,1416,0,0,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:17.8,10/1/2018,35:17.8,,13700,,,-33.47357,151.54973,,,0,,0,0,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,35:17.8,10/1/2018,35:17.8,,,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:17.9,10/1/2018,35:17.9,,,411,18,,,2240,,,,,0,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:17.9,10/1/2018,35:17.9,,27525,,,-32.82673,151.78296,,,0,,0,0,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:17.9,10/1/2018,35:18.0,,27525,,,,,1632,,0,,0,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,35:17.9,10/1/2018,35:18.0,,3075,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:17.9,10/1/2018,35:18.0,,,,,,,,1305,0,0,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:17.9,10/1/2018,35:18.0,,,450,19,,,,1305,0,0,0,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,35:18.0,10/1/2018,35:18.0,,,,,,,,1200,0,0,0,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:18.0,10/1/2018,35:18.0,,,451,19,,,1472,,,,,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,35:18.0,10/1/2018,35:18.1,,26850,358,231,,,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,35:18.0,10/1/2018,35:18.1,,,,,,,,1333,0,0,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,35:18.0,10/1/2018,35:18.1,,,452,15,,,,1333,0,0,0,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,35:18.1,10/1/2018,35:18.1,,27525,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,35:18.1,10/1/2018,35:18.2,,13725,310,236,,,,,0,,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,35:18.1,10/1/2018,35:18.2,,3075,,,-33.47376,151.2411,,,0,,0,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,35:18.1,10/1/2018,35:18.2,,26850,,,,,,,,,,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:18.1,10/1/2018,35:18.2,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:18.1,10/1/2018,35:18.2,,,410,18,,,,1416,0,0,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:18.2,10/1/2018,35:18.2,,13725,,,,,,,,,,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:18.2,10/1/2018,35:18.2,,,117,346,,,-64,,,,,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,35:18.2,10/1/2018,35:18.2,,3075,,,,,,,,,,,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,35:18.2,10/1/2018,35:18.2,,,,,,,,,,,,0,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,35:18.2,10/1/2018,35:18.3,,,,,,,,,,,,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,35:18.2,10/1/2018,35:18.3,,,452,15,,,1728,,,,,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:18.2,10/1/2018,35:18.3,,13725,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:18.2,10/1/2018,35:18.3,,13725,,,-33.47278,151.55001,,,0,,0,0,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:18.3,10/1/2018,35:18.4,,27525,,,-32.82596,151.78326,,,0,,0,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:18.3,10/1/2018,35:18.4,,13725,,,,,,,,,,,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,35:18.4,10/1/2018,35:18.4,,,,,,,,,,,,0,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,35:18.4,10/1/2018,35:18.4,,,,,,,,1200,0,0,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:18.5,10/1/2018,35:18.5,,,411,18,,,2240,,,,,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:18.5,10/1/2018,35:18.5,,,451,19,,,1472,,,,,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,35:18.6,10/1/2018,35:18.6,,3075,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,35:18.6,10/1/2018,35:18.7,,3075,,,-33.47353,151.24104,,,0,,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,35:18.7,10/1/2018,35:18.7,,13725,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:18.7,10/1/2018,35:18.7,,,118,346,,,-64,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:18.7,10/1/2018,35:18.7,,13725,,,-33.47163,151.55046,,,0,,0,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,35:18.7,10/1/2018,35:18.8,,26875,,,-33.03687,151.87315,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,35:18.7,10/1/2018,35:18.8,,,452,15,,,1728,,,,,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,35:18.8,10/1/2018,35:18.8,,26875,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:18.8,10/1/2018,35:18.8,,27550,,,-32.82496,151.78363,,,0,,0,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:18.9,10/1/2018,35:18.9,,,,,,,,1416,0,0,0,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:18.9,10/1/2018,35:19.0,,,451,19,,,1472,,,,,0,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,35:19.0,10/1/2018,35:19.0,,,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:19.0,10/1/2018,35:19.0,,,411,18,,,2304,,,,,0,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,35:19.1,10/1/2018,35:19.1,,27550,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:19.1,10/1/2018,35:19.1,,13750,,,,,,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,35:19.1,10/1/2018,35:19.2,,26875,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:19.2,10/1/2018,35:19.2,,27550,,,,,1504,,0,,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,35:19.2,10/1/2018,35:19.2,,3075,,,-33.47319,151.24098,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:19.2,10/1/2018,35:19.2,,,450,19,,,,1305,0,0,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:19.2,10/1/2018,35:19.2,,13750,,,,,,,,,,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,35:19.2,10/1/2018,35:19.2,,26900,358,231,,,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:19.2,10/1/2018,35:19.2,,,118,347,,,-128,,,,,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,35:19.2,10/1/2018,35:19.3,,,,,,,,1333,0,0,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,35:19.2,10/1/2018,35:19.3,,,452,15,,,,1333,0,0,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:19.2,10/1/2018,35:19.3,,13750,,,-33.47081,151.55079,,,0,,0,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,35:19.2,10/1/2018,35:19.3,,26900,,,,,,,0,,0,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,35:19.2,10/1/2018,35:19.3,,3075,,,,,,,,,,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,35:19.2,10/1/2018,35:19.3,,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:19.3,10/1/2018,35:19.3,,13750,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:19.3,10/1/2018,35:19.3,,13750,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:19.3,10/1/2018,35:19.3,,27550,,,-32.82394,151.78403,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,35:19.3,10/1/2018,35:19.4,,,452,15,,,1664,,,,,0,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,35:19.4,10/1/2018,35:19.4,,,,,,,,,,,,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:19.4,10/1/2018,35:19.5,,,411,18,,,2304,,,,,0,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,35:19.5,10/1/2018,35:19.6,,,,,,,,,,,,0,,,,,,
MSG,1,1,1,7C6D9D,1,10/1/2018,35:19.6,10/1/2018,35:19.6,QFA532  ,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:19.7,10/1/2018,35:19.7,,13775,,,-33.47012,151.55107,,,0,,0,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,35:19.7,10/1/2018,35:19.7,,26900,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:19.7,10/1/2018,35:19.7,,,119,347,,,-128,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:19.7,10/1/2018,35:19.7,,27575,,,-32.82317,151.78436,,,0,,0,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,35:19.8,10/1/2018,35:19.8,,3075,,,-33.47287,151.24088,,,0,,0,,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,35:19.8,10/1/2018,35:19.8,,,,,,,,,,,,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:19.8,10/1/2018,35:19.8,,,,,,,,1416,0,0,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:19.9,10/1/2018,35:19.9,,,411,18,,,2304,,,,,0,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,35:19.9,10/1/2018,35:19.9,,,,,,,,1200,0,0,0,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,35:19.9,10/1/2018,35:20.0,,26900,,,-33.03445,151.87393,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,35:19.9,10/1/2018,35:20.0,,,452,15,,,1664,,,,,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:19.9,10/1/2018,35:20.0,,,451,19,,,1472,,,,,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,35:20.0,10/1/2018,35:20.1,,13775,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:20.0,10/1/2018,35:20.1,,,,,,,,1416,0,0,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,35:20.1,10/1/2018,35:20.1,,13800,,,,,,,0,,0,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,35:20.1,10/1/2018,35:20.1,,3050,,,,,,,0,,0,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,35:20.1,10/1/2018,35:20.1,,27575,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:20.1,10/1/2018,35:20.2,,13800,,,-33.46929,151.55141,,,0,,0,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,35:20.2,10/1/2018,35:20.2,,3050,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:20.2,10/1/2018,35:20.2,,,119,347,,,-128,,,,,,,,,,,
MSG,1,1,1,7C6C2B,1,10/1/2018,35:20.2,10/1/2018,35:20.2,TGG372  ,,,,,,,,,,,0,,,,,,
MSG,1,1,1,7C089A,1,10/1/2018,35:20.2,10/1/2018,35:20.2,VOZ951  ,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,35:20.3,10/1/2018,35:20.3,,3050,,,,,,,,,,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,35:20.3,10/1/2018,35:20.3,,,,,,,,,,,,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:20.3,10/1/2018,35:20.4,,,451,19,,,1472,,,,,0,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:20.3,10/1/2018,35:20.4,,27575,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:20.3,10/1/2018,35:20.4,,,450,19,,,,1305,0,0,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:20.3,10/1/2018,35:20.4,,27575,,,,,1536,,0,,0,,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,35:20.3,10/1/2018,35:20.4,,,452,15,,,1664,,,,,0,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:20.4,10/1/2018,35:20.4,,27575,,,,,1536,,0,,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,35:20.4,10/1/2018,35:20.4,,3050,,,-33.47255,151.24076,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,35:20.4,10/1/2018,35:20.4,,,452,15,,,,1333,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,35:20.4,10/1/2018,35:20.4,,26925,358,231,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:20.4,10/1/2018,35:20.4,,,411,18,,,2304,,,,,0,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,35:20.4,10/1/2018,35:20.4,,,,,,,,1333,0,0,0,,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,35:20.5,10/1/2018,35:20.5,,,,,,,,,,,,0,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,35:20.6,10/1/2018,35:20.6,,,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:20.6,10/1/2018,35:20.6,,27600,,,-32.82138,151.78508,,,0,,0,0,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:20.6,10/1/2018,35:20.6,,,119,347,,,-128,,,,,,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,35:20.6,10/1/2018,35:20.7,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:20.7,10/1/2018,35:20.7,,13800,,,-33.46815,151.55184,,,0,,0,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:20.7,10/1/2018,35:20.7,,,451,19,,,1472,,,,,0,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,35:20.8,10/1/2018,35:20.8,,,,,,,,1200,0,0,0,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,35:20.8,10/1/2018,35:20.8,,26925,,,-33.03264,151.87451,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,35:20.8,10/1/2018,35:20.8,,,452,15,,,1664,,,,,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,35:20.8,10/1/2018,35:20.8,,3050,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,35:20.8,10/1/2018,35:20.8,,,,,,,,1200,0,0,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:20.8,10/1/2018,35:20.9,,,411,18,,,2368,,,,,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,35:21.0,10/1/2018,35:21.0,,3050,,,-33.47222,151.24071,,,0,,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,35:21.0,10/1/2018,35:21.0,,13825,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:21.0,10/1/2018,35:21.1,,,,,,,,1305,0,0,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:21.0,10/1/2018,35:21.1,,,450,19,,,,1305,0,0,0,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,35:21.1,10/1/2018,35:21.1,,27600,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:21.1,10/1/2018,35:21.1,,27600,,,-32.8204,151.78548,,,0,,0,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:21.1,10/1/2018,35:21.1,,13825,,,-33.46733,151.55217,,,0,,0,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,35:21.1,10/1/2018,35:21.2,,13825,310,237,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:21.1,10/1/2018,35:21.2,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:21.1,10/1/2018,35:21.2,,,410,18,,,,1416,0,0,0,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,35:21.1,10/1/2018,35:21.2,,26950,,,,,,,,,,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:21.2,10/1/2018,35:21.2,,,120,347,,,-128,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:21.2,10/1/2018,35:21.2,,13825,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:21.2,10/1/2018,35:21.2,,13825,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:21.2,10/1/2018,35:21.3,,,451,19,,,1472,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,35:21.2,10/1/2018,35:21.3,,26950,,,-33.03181,151.87478,,,0,,0,0,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,35:21.3,10/1/2018,35:21.3,,,,,,,,,,,,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:21.3,10/1/2018,35:21.3,,,,,,,,1416,0,0,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,35:21.3,10/1/2018,35:21.3,,13825,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:21.3,10/1/2018,35:21.4,,27600,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:21.4,10/1/2018,35:21.4,,,450,19,,,,1305,0,0,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:21.4,10/1/2018,35:21.4,,27600,,,,,1632,,0,,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:21.4,10/1/2018,35:21.4,,,411,18,,,2368,,,,,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,35:21.4,10/1/2018,35:21.4,,3050,,,-33.47199,151.24065,,,0,,0,,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,35:21.5,10/1/2018,35:21.5,,,,,,,,,,,,0,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:21.6,10/1/2018,35:21.7,,,120,347,,,-128,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:21.7,10/1/2018,35:21.7,,13850,,,-33.46617,151.55264,,,0,,0,0,,,,,,
MSG,1,1,1,7C5C50,1,10/1/2018,35:21.7,10/1/2018,35:21.7,SIQ     ,,,,,,,,,,,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,35:21.7,10/1/2018,35:21.7,,26950,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:21.7,10/1/2018,35:21.7,,27625,,,-32.81923,151.78596,,,0,,0,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:21.7,10/1/2018,35:21.7,,,451,19,,,1472,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,35:21.7,10/1/2018,35:21.8,,26950,,,-33.03081,151.87511,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,35:21.7,10/1/2018,35:21.8,,,452,15,,,1664,,,,,0,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,35:21.8,10/1/2018,35:21.8,,,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,35:21.9,10/1/2018,35:21.9,,27625,,,,,1664,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:21.9,10/1/2018,35:21.9,,,,,,,,1305,0,0,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,35:21.9,10/1/2018,35:21.9,,,450,19,,,,1305,0,0,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:21.9,10/1/2018,35:21.9,,,412,18,,,2368,,,,,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,35:21.9,10/1/2018,35:21.9,,3050,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,35:21.9,10/1/2018,35:21.9,,3050,,,-33.47168,151.24054,,,0,,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,35:22.0,10/1/2018,35:22.0,,26975,358,231,,,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,35:22.0,10/1/2018,35:22.0,,,,,,,,1333,0,0,0,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,35:22.0,10/1/2018,35:22.0,,3050,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,35:22.0,10/1/2018,35:22.1,,27625,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:22.1,10/1/2018,35:22.1,,13875,,,-33.46547,151.55292,,,0,,0,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,35:22.1,10/1/2018,35:22.1,,13875,,,,,2528,,0,,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:22.1,10/1/2018,35:22.1,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:22.1,10/1/2018,35:22.1,,,412,18,,,,1416,0,0,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,35:22.1,10/1/2018,35:22.2,,,121,348,,,-128,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,35:22.1,10/1/2018,35:22.2,,26975,,,,,,,,,,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,35:22.2,10/1/2018,35:22.2,,,,,,,,,,,,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,35:22.2,10/1/2018,35:22.3,,,,,,,,1416,0,0,0,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,35:22.3,10/1/2018,35:22.3,,3050,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,35:22.3,10/1/2018,35:22.3,,,,,,,,1333,0,0,0,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,35:22.3,10/1/2018,35:22.3,,,,,,,,1200,0,0,0,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,35:22.3,10/1/2018,35:22.3,,,452,19,,,1472,,,,,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,35:22.3,10/1/2018,35:22.4,,,412,18,,,2368,,,,,0,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,35:22.3,10/1/2018,35:22.4,,3050,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,35:22.5,10/1/2018,35:22.5,,13875,,,-33.4665,151.55253,,,0,,0,0,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,35:22.6,10/1/2018,35:22.6,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,35:22.6,10/1/2018,35:22.6,,26975,,,-33.02898,151.87566,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,35:22.6,10/1/2018,35:22.6,,,453,15,,,1664,,,,,0,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,35:22.6,10/1/2018,35:22.6,,,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,35:22.6,10/1/2018,35:22.7,,27650,,,-32.81744,151.78667,,,0,,0,0,,,,,,
